Record_ID,Month,Week,Agent_ID,Agent_Name,Team_Leader_ID,Team_Leader_Name,Region,Loan_Type,DPD_Bucket,Total_Calls_Made,Customers_Contacted,EMI_Due_Amount,EMI_Collected_Amount,Target_Amount,Achievement_%,Collection_Status
REC0040,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,118,90,19900,9500,223000,4.26,Dispute Raised
REC0041,Jan-2024,Week 2,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),90,62,16800,10500,219000,4.79,Partially Collected
REC0042,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,1-30 DPD,107,72,37100,20200,196000,10.31,Partially Collected
REC0043,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),108,71,45000,33400,183000,18.25,Promise to Pay
REC0044,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,61-90 DPD,97,66,16200,3600,221000,1.63,Dispute Raised
REC0045,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),85,60,17000,11500,203000,5.67,Promise to Pay
REC0046,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,31-60 DPD,98,72,48000,17100,229000,7.47,Partially Collected
REC0047,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),111,92,23800,16500,200000,8.25,Partially Collected
REC0048,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,1-30 DPD,101,84,18200,10300,216000,4.77,Promise to Pay
REC0049,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,1-30 DPD,95,72,7900,4000,196000,2.04,Partially Collected
REC0050,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),86,70,16300,12200,211000,5.78,Promise to Pay
REC0051,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,90+ DPD,100,77,5260,6000,242000,2.48,Dispute Raised
REC0052,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,31-60 DPD,82,58,6700,2500,184000,1.36,Partially Collected
REC0053,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,90+ DPD,120,84,41800,0,198000,2.02,Dispute Raised
REC0054,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,61-90 DPD,110,73,32800,7700,207000,3.72,Unknown
REC0055,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,1-30 DPD,118,95,21300,12400,195000,6.36,Partially Collected
REC0056,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,90+ DPD,98,70,39000,4400,209000,2.11,Partially Collected
REC0057,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),89,71,16900,11200,196000,5.71,Partially Collected
REC0058,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),86,67,13400,9700,213000,4.55,Promise to Pay
REC0059,Jan-2024,Week 2,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),87,58,4000,2400,242000,0.99,Promise to Pay
REC0060,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),82,64,16500,12200,195000,6.26,Promise to Pay
REC0061,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,1-30 DPD,83,67,5000,2400,197000,1.22,Partially Collected
REC0062,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),73,46,5600,4200,192000,2.19,Partially Collected
REC0063,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,61-90 DPD,112,86,11700,2900,212000,1.37,Dispute Raised
REC0064,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,1-30 DPD,84,69,44300,23300,203000,11.48,Promise to Pay
REC0065,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),107,79,49700,29900,196000,15.26,Partially Collected
REC0066,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,1-30 DPD,103,83,21300,10000,219000,4.57,Partially Collected
REC0067,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),89,69,9600,6500,196000,3.32,Partially Collected
REC0068,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,61-90 DPD,81,46,9900,2500,229000,1.09,Dispute Raised
REC0069,Jan-2024,Week 2,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),103,73,6900,4500,203000,2.22,Partially Collected
REC0070,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,90+ DPD,102,75,7400,700,200000,0.35,Partially Collected
REC0071,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,31-60 DPD,107,73,18700,6500,207000,3.14,Dispute Raised
REC0072,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),98,65,13200,9300,181000,5.14,Promise to Pay
REC0073,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),94,67,7100,4500,192000,2.34,Promise to Pay
REC0074,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,61-90 DPD,91,76,15300,3900,224000,1.74,Partially Collected
REC0075,Jan-2024,Week 2,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,31-60 DPD,97,74,11000,4200,205000,2.05,Dispute Raised
REC0076,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,31-60 DPD,108,89,39000,16800,220000,7.64,Partially Collected
REC0077,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,31-60 DPD,113,85,17200,6500,191000,3.4,Dispute Raised
REC0078,Jan-2024,Week 3,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),101,67,22600,16400,226000,7.26,Partially Collected
REC0079,Jan-2024,Week 2,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,107,80,14700,8400,181000,4.64,Partially Collected
REC0080,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),118,85,10600,7800,191000,4.08,Partially Collected
REC0081,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,61-90 DPD,92,66,7700,1800,246000,0.73,Dispute Raised
REC0082,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,31-60 DPD,113,92,14300,6100,200000,3.05,Partially Collected
REC0083,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),104,88,4200,0,206000,1.36,Partially Collected
REC0084,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,X (Current),81,56,24600,14300,238000,6.01,Partially Collected
REC0085,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),120,90,15500,11400,197000,5.79,Partially Collected
REC0086,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),103,72,7100,4700,181000,2.6,Promise to Pay
REC0087,Jan-2024,Week 4,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Home Loan,31-60 DPD,88,58,44300,17000,234000,7.26,Partially Collected
REC0088,Jan-2024,Week 1,AGT002,Priya Singh,TL001,Rajesh Verma,Delhi,Auto Loan,31-60 DPD,83,68,16100,5700,203000,2.81,Dispute Raised
REC0089,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,61-90 DPD,72,40,4700,900,135000,0.67,Partially Collected
REC0090,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,1-30 DPD,57,36,5600,2500,150000,1.67,Unknown
REC0091,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),76,44,10100,5200,149000,3.49,Partially Collected
REC0092,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,31-60 DPD,77,45,13900,3700,180000,2.06,Dispute Raised
REC0093,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,31-60 DPD,83,46,15400,4600,138000,3.33,Dispute Raised
REC0094,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,74,50,11500,5200,133000,3.91,Partially Collected
REC0095,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,31-60 DPD,79,54,16400,5200,152000,3.42,Partially Collected
REC0096,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,59,36,8000,3300,161000,2.05,Dispute Raised
REC0097,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,1-30 DPD,73,40,4800,2200,159000,1.38,Dispute Raised
REC0098,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,1-30 DPD,70,41,44400,16300,147000,11.09,Dispute Raised
REC0099,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,X (Current),58,29,12500,6300,177000,3.56,Partially Collected
REC0100,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),57,39,8500,4100,155000,2.65,Partially Collected
REC0101,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),79,45,5900,2800,132000,2.12,Dispute Raised
REC0102,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,31-60 DPD,80,55,3700,1000,158000,0.63,Dispute Raised
REC0103,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,X (Current),67,46,20100,10500,167000,6.29,Partially Collected
REC0104,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,1-30 DPD,74,44,49800,21200,178000,11.91,Partially Collected
REC0105,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,61-90 DPD,61,30,9200,1900,146000,1.3,Partially Collected
REC0106,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,X (Current),65,44,44900,22700,153000,14.84,Promise to Pay
REC0107,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,79,44,7600,3400,140000,2.43,Dispute Raised
REC0108,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,31-60 DPD,56,31,5770,18300,166000,11.02,Dispute Raised
REC0109,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,X (Current),75,40,5200,2800,135000,2.07,Partially Collected
REC0110,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),65,36,42500,23100,133000,17.37,Promise to Pay
REC0111,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),83,42,20300,9500,145000,6.55,Dispute Raised
REC0112,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,X (Current),75,41,16900,8200,139000,5.9,Dispute Raised
REC0113,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,90+ DPD,70,39,17700,1300,142000,0.92,Partially Collected
REC0114,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,61-90 DPD,77,40,13200,2300,176000,1.31,Dispute Raised
REC0115,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,31-60 DPD,71,41,48100,14800,165000,8.97,Partially Collected
REC0116,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,61-90 DPD,80,40,18800,3500,137000,2.55,Dispute Raised
REC0117,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,61-90 DPD,72,50,9700,1700,177000,0.96,Partially Collected
REC0118,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,X (Current),57,36,53500,30100,163000,18.47,Promise to Pay
REC0119,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,61-90 DPD,72,41,13200,2600,141000,1.84,Dispute Raised
REC0120,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,1-30 DPD,69,42,7500,0,165000,1.64,Partially Collected
REC0121,Jan-2024,Week 3,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Gold Loan,61-90 DPD,62,34,9500,1900,137000,1.39,Dispute Raised
REC0122,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,61-90 DPD,80,48,5860,12200,165000,7.39,Dispute Raised
REC0123,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),67,36,24300,12600,140000,9,Partially Collected
REC0124,Jan-2024,Week 2,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),70,37,20700,10800,175000,6.17,Partially Collected
REC0125,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,X (Current),67,39,41900,21600,162000,13.33,Promise to Pay
REC0126,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,1-30 DPD,55,30,4700,2100,177000,1.19,Partially Collected
REC0127,Jan-2024,Week 4,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Auto Loan,61-90 DPD,69,36,19500,3800,170000,2.24,Dispute Raised
REC0128,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,61-90 DPD,57,36,12100,2500,130000,1.92,Partially Collected
REC0129,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Personal Loan,X (Current),55,33,14600,7000,165000,4.24,Dispute Raised
REC0130,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Business Loan,1-30 DPD,77,41,28700,11300,164000,6.89,Partially Collected
REC0131,Jan-2024,Week 1,AGT003,Rohit Yadav,TL001,Rajesh Verma,Delhi,Home Loan,1-30 DPD,73,50,26500,10500,179000,5.87,Dispute Raised
REC0132,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Gold Loan,X (Current),85,46,4300,2400,137000,1.75,Partially Collected
REC0133,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,X (Current),71,46,49500,26400,147000,17.96,Partially Collected
REC0134,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,X (Current),68,36,21400,11100,159000,6.98,Promise to Pay
REC0135,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,90+ DPD,69,39,28000,2000,143000,1.4,Dispute Raised
REC0136,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Gold Loan,X (Current),67,43,13200,5900,166000,3.55,Dispute Raised
REC0137,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,1-30 DPD,66,36,18200,6900,142000,4.86,Partially Collected
REC0138,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,31-60 DPD,64,36,9400,3000,177000,1.69,Partially Collected
REC0139,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,1-30 DPD,84,51,5080,19900,160000,12.44,Partially Collected
REC0140,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,90+ DPD,76,40,17000,1300,151000,0.86,Dispute Raised
REC0141,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,90+ DPD,60,37,5700,400,132000,0.3,Dispute Raised
REC0142,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Gold Loan,X (Current),66,46,7800,3900,154000,2.53,Partially Collected
REC0143,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,1-30 DPD,73,33,5600,2400,132000,1.82,Dispute Raised
REC0144,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,X (Current),73,40,19300,9200,162000,5.68,Dispute Raised
REC0145,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Personal Loan,X (Current),65,35,20600,10600,136000,7.79,Promise to Pay
REC0146,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,X (Current),65,34,42000,21900,145000,15.1,Partially Collected
REC0147,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,31-60 DPD,73,47,26100,7000,133000,5.26,Dispute Raised
REC0148,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,1-30 DPD,64,32,18400,7500,141000,5.32,Partially Collected
REC0149,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,X (Current),68,35,16200,8100,172000,4.71,Partially Collected
REC0150,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,X (Current),82,52,38000,19800,162000,12.22,Promise to Pay
REC0151,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,61-90 DPD,59,40,13200,2800,169000,1.66,Partially Collected
REC0152,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,X (Current),67,39,17100,9000,162000,5.56,Promise to Pay
REC0153,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Personal Loan,X (Current),80,48,17000,9100,141000,6.45,Partially Collected
REC0154,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Personal Loan,1-30 DPD,73,28,5200,2200,173000,1.27,Dispute Raised
REC0155,Jan-2024,Week 1,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,90+ DPD,76,51,14500,1100,138000,0.8,Dispute Raised
REC0156,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,X (Current),82,47,8300,4400,137000,3.21,Partially Collected
REC0157,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Home Loan,31-60 DPD,69,39,10500,3100,141000,2.2,Partially Collected
REC0158,Jan-2024,Week 4,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Auto Loan,31-60 DPD,75,38,9000,2400,158000,1.52,Dispute Raised
REC0159,Jan-2024,Week 3,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Business Loan,X (Current),70,40,42300,23100,142000,16.27,Unknown
REC0160,Jan-2024,Week 2,AGT004,Sunita Patel,TL002,Meena Joshi,Gurgaon,Gold Loan,31-60 DPD,55,33,11900,3900,131000,2.98,Partially Collected
